weight,B2,BNPL1,EF1,EF3_f,EF7,B0_a,B0_b,B0_c,ppagecat,ppgender,ppinc7,educ_4cat,BNPL1_bin,B0_a_r,B0_b_r,B0_c_r,B2_r,EF1_r,EF3_f_r,EF7_r,VULN_PCA1
1.15,Just getting by,No,Yes,No,"$2,000 or more",Very little,Somewhat,Somewhat,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,3,2,2,2,0,0,0,-0.17137116602019792
1.5828,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Somewhat,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,2,2,2,1,0,0,0,-0.23669058561376344
0.2214,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.1588,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Not at all,Not at all,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,2,0,0,0,0,0,0,-1.1042974004666286
1.0359,Doing okay,No,No,No,$500 to $999,Somewhat,Somewhat,Very well,25-34,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,2,2,3,1,1,0,2,0.5495542317318757
0.7744,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Male,"$50,000 to $74,999",High school degree or GED,0,4,0,0,1,0,0,0,-1.2079879651626448
0.5791,Doing okay,No,Yes,No,"$2,000 or more",Very well,Very well,Very well,55-64,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,1,3,3,1,0,0,0,0.24895810416067718
0.6369,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Somewhat,35-44,Male,"$50,000 to $74,999",Bachelor's degree or more,0,4,0,2,0,0,0,0,-1.1262484704500844
0.483,Finding it difficult to get by,No,No,Yes,Under $100,Completely,Somewhat,Completely,65-74,Male,"$10,000 to $24,999",Some college/technical or associates degree,0,0,2,4,3,1,1,4,2.146106825396936
0.8724,Living comfortably,Yes,Yes,No,"$2,000 or more",Very little,Very little,Very little,35-44,Male,"$150,000 or more",Bachelor's degree or more,1,3,1,1,0,0,0,0,-0.9566686792713515
1.4129,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Somewhat,Somewhat,65-74,Female,"$50,000 to $74,999",High school degree or GED,0,4,2,2,1,0,0,0,-0.574710554192927
0.9681,Living comfortably,Yes,Yes,No,"$2,000 or more",Very little,Not at all,Very little,55-64,Female,"$150,000 or more",Some college/technical or associates degree,1,3,0,1,0,0,0,0,-1.1152729354583564
1.3443,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Very well,Very little,45-54,Female,"$150,000 or more",Some college/technical or associates degree,0,2,3,1,0,0,0,0,-0.47045018260775967
0.7533,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very well,25-34,Male,"$100,000 to $149,999",Bachelor's degree or more,0,2,2,3,0,0,0,0,-0.312985540199057
0.5945,Just getting by,No,No,No,"$1,000 to $1,999",Not at all,Somewhat,Somewhat,65-74,Female,"$25,000 to $49,999",Some college/technical or associates degree,0,4,2,2,2,1,0,1,0.15873939503994447
0.5724,Just getting by,No,No,No,$500 to $999,Very well,Very well,Completely,25-34,Male,"$25,000 to $49,999",Bachelor's degree or more,0,1,3,4,2,1,0,2,1.2695323253894635
1.3232,Doing okay,Yes,Yes,No,"$2,000 or more",Very little,Very little,Somewhat,35-44,Female,"$150,000 or more",Bachelor's degree or more,1,3,1,2,1,0,0,0,-0.5643048260903503
1.3582,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Somewhat,Very well,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,2,2,3,1,1,0,1,0.4204644090338145
0.7103,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,25-34,Male,"$75,000 to $99,999",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
1.5505,Just getting by,No,No,No,$100 to $499,Very well,Somewhat,Very well,18-24,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,1,2,3,2,1,0,3,1.0819834426026658
0.9328,Doing okay,No,No,No,$100 to $499,Somewhat,Somewhat,Somewhat,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,2,2,2,1,1,0,3,0.5206096051320828
0.955,Doing okay,No,Yes,No,"$2,000 or more",Very well,Very well,Very well,35-44,Female,"$50,000 to $74,999",Bachelor's degree or more,0,1,3,3,1,0,0,0,0.24895810416067718
1.2223,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Very well,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,3,0,3,0,0,0,0,-0.7992040368626486
1.2388,Doing okay,No,Yes,No,Under $100,Somewhat,Somewhat,Somewhat,25-34,Female,"$10,000 to $24,999",High school degree or GED,0,2,2,2,1,0,0,4,0.27966870517848086
0.7327,Just getting by,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Completely,55-64,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,4,2,0,0,0,0.31370771686509147
1.041,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,55-64,Female,"$100,000 to $149,999",Some college/technical or associates degree,0,4,0,1,0,0,0,0,-1.2842829197479382
1.1519,Doing okay,No,No,No,Under $100,Somewhat,Somewhat,Somewhat,25-34,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,2,2,2,1,1,0,4,0.6496994278301439
0.8422,Living comfortably,No,Yes,No,"$1,000 to $1,999",Not at all,Not at all,Not at all,55-64,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,4,0,0,0,0,0,1,-1.3132275463477312
1.121,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very little,Completely,18-24,Female,"$100,000 to $149,999",Bachelor's degree or more,0,2,1,4,1,0,0,0,-0.0792259432050608
0.7631,Just getting by,Yes,No,No,$100 to $499,Somewhat,Completely,Very well,55-64,Female,"$25,000 to $49,999",High school degree or GED,1,2,4,3,2,1,0,3,1.2301819706870938
1.0596,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Female,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.1006,Doing okay,Yes,No,No,"$1,000 to $1,999",Very little,Very little,Not at all,45-54,Male,"$150,000 or more",Bachelor's degree or more,1,3,1,0,1,1,0,1,-0.38125317933633385
0.8154,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,4,0,1,0,0,0,0,-1.2842829197479382
0.6995,Just getting by,No,No,No,$100 to $499,Completely,Somewhat,Completely,45-54,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,0,2,4,2,1,0,3,1.4090278761901014
0.6196,Just getting by,Yes,No,No,$500 to $999,Somewhat,Somewhat,Very well,65-74,Male,"$25,000 to $49,999",Some college/technical or associates degree,1,2,2,3,2,1,0,2,0.783883635615023
1.4896,Living comfortably,No,No,No,"$1,000 to $1,999",Not at all,Not at all,Not at all,35-44,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,1,0,1,-0.9431968236960679
1.0555,Just getting by,No,No,No,Under $100,Very well,Very well,Somewhat,25-34,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,1,3,2,2,1,0,4,1.211643072189878
0.6981,Living comfortably,No,Yes,No,$500 to $999,Somewhat,Somewhat,Somewhat,35-44,Male,"$50,000 to $74,999",Bachelor's degree or more,0,2,2,2,0,0,0,2,-0.2128403441007886
0.8018,Doing okay,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very little,35-44,Male,"$100,000 to $149,999",Bachelor's degree or more,0,3,2,1,1,0,0,0,-0.5637350192011992
1.0279,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
2.1004,Just getting by,No,No,No,Under $100,Somewhat,Very little,Completely,25-34,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,2,1,4,2,1,0,4,1.041493474121994
0.8547,Doing okay,No,No,No,$500 to $999,Very well,Very well,Very well,45-54,Male,"$10,000 to $24,999",High school degree or GED,0,1,3,3,1,1,0,2,0.8771684722084625
1.0704,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very little,25-34,Female,"$50,000 to $74,999",Bachelor's degree or more,0,3,2,1,0,0,0,0,-0.7980644230843463
0.7853,Just getting by,No,No,No,$500 to $999,Somewhat,Very well,Very well,45-54,Male,"$50,000 to $74,999",Some college/technical or associates degree,0,2,3,3,2,1,0,2,0.9424878918020281
1.0342,Doing okay,No,Yes,No,$500 to $999,Very well,Very well,Completely,55-64,Female,"$50,000 to $74,999",High school degree or GED,0,1,3,4,1,0,0,2,0.6651721988546533
1.0343,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.8244,Doing okay,No,No,No,Under $100,Completely,Completely,Completely,18-24,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,0,4,4,1,1,0,4,1.6209968073790253
0.9332,Doing okay,No,Yes,No,"$2,000 or more",Very well,Somewhat,Very well,25-34,Female,"$75,000 to $99,999",Bachelor's degree or more,0,1,2,3,1,0,0,0,0.09035384797367221
0.7837,Doing okay,No,Yes,No,$500 to $999,Somewhat,Somewhat,Completely,55-64,Female,"$50,000 to $74,999",Bachelor's degree or more,0,2,2,4,1,0,0,2,0.3375579583780664
1.1147,Just getting by,Yes,No,No,Under $100,Somewhat,Somewhat,Somewhat,25-34,Female,"$50,000 to $74,999",Bachelor's degree or more,1,2,2,2,2,1,0,4,0.8840288317132913
0.802,Living comfortably,No,Yes,No,$500 to $999,Somewhat,Somewhat,Somewhat,55-64,Male,"$75,000 to $99,999",Some college/technical or associates degree,0,2,2,2,0,0,0,2,-0.2128403441007886
0.8364,Just getting by,No,Yes,No,$500 to $999,Completely,Completely,Completely,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,0,4,4,2,0,0,2,1.2271158432143872
0.6857,Doing okay,No,Yes,No,$500 to $999,Very little,Very little,Very little,65-74,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,3,1,1,1,0,0,2,-0.4641596299920819
1.1706,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Very well,25-34,Female,"$100,000 to $149,999",Bachelor's degree or more,0,2,2,3,1,0,0,0,-0.0786561363159096
1.9618,Finding it difficult to get by,Yes,No,No,Under $100,Very little,Very little,Very little,25-34,Male,"$100,000 to $149,999",Less than a high school degree,1,3,1,1,3,1,0,4,0.6327095458219979
0.8303,Just getting by,No,No,No,Under $100,Very well,Completely,Completely,55-64,Female,"$25,000 to $49,999",High school degree or GED,0,1,4,4,2,1,0,4,1.6863162269725906
0.9902,Doing okay,No,No,No,$500 to $999,Somewhat,Somewhat,Very well,25-34,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,2,2,3,1,1,0,2,0.5495542317318757
0.9123,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,25-34,Male,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,1,0,0,0,-1.2079879651626448
0.7763,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Female,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.0283,Living comfortably,No,Yes,No,$500 to $999,Not at all,Not at all,Somewhat,65-74,Female,"$75,000 to $99,999",High school degree or GED,0,4,0,2,0,0,0,2,-0.8680688250539621
0.8764,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very well,Somewhat,75+,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,2,3,2,1,0,0,0,-0.0780863294267584
0.8547,Just getting by,Yes,No,No,Under $100,Very well,Completely,Very well,35-44,Male,"$25,000 to $49,999",Some college/technical or associates degree,1,1,4,3,2,1,0,4,1.5282817776747368
0.4786,Finding it difficult to get by,No,No,No,Under $100,Completely,Not at all,Completely,55-64,Male,"$75,000 to $99,999",Some college/technical or associates degree,0,0,0,4,3,1,0,4,1.4552385903972997
1.2292,Just getting by,No,No,No,$100 to $499,Somewhat,Somewhat,Very well,18-24,Male,"$10,000 to $24,999",Some college/technical or associates degree,0,2,2,3,2,1,0,3,0.912973458313084
1.4522,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very well,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,3,2,3,0,0,0,0,-0.48199552448863875
0.2214,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Very little,Very little,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,4,1,1,1,0,0,0,-0.8913492596777858
0.6767,Just getting by,No,Yes,No,"$1,000 to $1,999",Somewhat,Somewhat,Somewhat,75+,Male,"$75,000 to $99,999",Some college/technical or associates degree,0,2,2,2,2,0,0,1,0.12672864096744496
0.7825,Just getting by,No,Yes,No,$100 to $499,Completely,Completely,Very well,55-64,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,0,4,3,2,0,0,3,1.1981712166145946
0.5958,Just getting by,No,No,No,Under $100,Completely,Completely,Completely,45-54,Female,"$75,000 to $99,999",High school degree or GED,0,0,4,4,2,1,0,4,1.8553262112621725
0.9568,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Very little,35-44,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,1,0,0,0,0,-1.2842829197479382
0.602,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Completely,Very little,25-34,Male,"$75,000 to $99,999",Bachelor's degree or more,0,4,4,1,1,0,0,0,-0.4155364911167708
0.5261,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$75,000 to $99,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
1.0294,Doing okay,No,No,No,$100 to $499,Somewhat,Very little,Very little,25-34,Male,"$150,000 or more",Bachelor's degree or more,0,2,1,1,1,1,0,3,0.20397089964722395
1.4522,Living comfortably,No,No,No,"$2,000 or more",Not at all,Not at all,Very little,25-34,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,1,0,1,0,0,-0.914252197096275
1.9082,Just getting by,Yes,No,No,Under $100,Somewhat,Very well,Not at all,18-24,Female,"$50,000 to $74,999",Some college/technical or associates degree,1,2,3,0,2,1,0,4,0.7265641893045885
0.9731,Doing okay,No,No,No,"$1,000 to $1,999",Somewhat,Very well,Very little,25-34,Female,"$75,000 to $99,999",Bachelor's degree or more,0,2,3,1,1,1,0,1,0.2629997666251118
0.1967,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,55-64,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.6585,Doing okay,No,No,No,$100 to $499,Somewhat,Somewhat,Somewhat,55-64,Female,"$50,000 to $74,999",Bachelor's degree or more,0,2,2,2,1,1,0,3,0.5206096051320828
0.5504,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very well,Somewhat,75+,Male,"$25,000 to $49,999",Some college/technical or associates degree,0,2,3,2,1,0,0,0,-0.0780863294267584
0.7045,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Very little,Somewhat,25-34,Male,"$100,000 to $149,999",Bachelor's degree or more,0,2,1,2,0,0,0,0,-0.6296242456839158
1.389,Just getting by,No,No,No,Under $100,Very well,Completely,Completely,35-44,Female,"$75,000 to $99,999",High school degree or GED,0,1,4,4,2,1,0,4,1.6863162269725906
2.0861,Just getting by,No,No,No,$100 to $499,Completely,Very little,Completely,25-34,Male,"$25,000 to $49,999",High school degree or GED,0,0,1,4,2,1,0,3,1.2504236200030965
0.4252,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Very well,Somewhat,65-74,Male,"$75,000 to $99,999",Bachelor's degree or more,0,4,3,2,1,0,0,0,-0.416106298005922
0.899,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Somewhat,Completely,35-44,Male,"$75,000 to $99,999",Some college/technical or associates degree,0,4,2,4,1,0,0,0,-0.25864165559721936
0.847,Just getting by,No,No,No,$100 to $499,Somewhat,Completely,Somewhat,45-54,Female,"$75,000 to $99,999",Some college/technical or associates degree,0,2,4,2,2,1,0,3,1.0721475213892402
0.8301,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$100,000 to $149,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.9681,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Female,"$150,000 or more",Some college/technical or associates degree,0,4,0,0,0,0,0,0,-1.4423173690457922
0.7727,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Somewhat,Completely,35-44,Male,"$100,000 to $149,999",Bachelor's degree or more,0,2,2,4,1,0,0,0,0.07937831298194425
0.4292,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Very little,Somewhat,65-74,Male,"$100,000 to $149,999",Bachelor's degree or more,0,2,1,2,0,0,0,0,-0.6296242456839158
0.8589,Just getting by,No,No,No,Under $100,Somewhat,Somewhat,Somewhat,65-74,Male,"$10,000 to $24,999",High school degree or GED,0,2,2,2,2,1,0,4,0.8840288317132913
0.7533,Living comfortably,No,Yes,No,"$2,000 or more",Somewhat,Very little,Somewhat,35-44,Male,"$100,000 to $149,999",Bachelor's degree or more,0,2,1,2,0,0,0,0,-0.6296242456839158
1.247,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Very little,Very little,45-54,Female,"$150,000 or more",Bachelor's degree or more,0,3,1,1,0,0,0,0,-0.9566686792713515
0.9473,Doing okay,No,Yes,No,"$2,000 or more",Very little,Not at all,Very little,55-64,Male,"$100,000 to $149,999",Some college/technical or associates degree,0,3,0,1,1,0,0,0,-0.880943531575209
0.9247,Just getting by,No,No,Yes,Under $100,Very well,Somewhat,Very well,25-34,Male,"$10,000 to $24,999",High school degree or GED,0,1,2,3,2,1,1,4,1.5847329879263532
0.7275,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,75+,Female,"$75,000 to $99,999",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.8836,Just getting by,No,Yes,No,"$2,000 or more",Somewhat,Very well,Very well,45-54,Female,"$50,000 to $74,999",Some college/technical or associates degree,0,2,3,3,2,0,0,0,0.31427752375424267
1.3979,Doing okay,No,No,No,"$2,000 or more",Somewhat,Somewhat,Completely,18-24,Female,"$150,000 or more",Some college/technical or associates degree,0,2,2,4,1,1,0,0,0.4494090356336073
0.8724,Finding it difficult to get by,Yes,No,No,"$2,000 or more",Completely,Completely,Completely,35-44,Male,"$150,000 or more",Bachelor's degree or more,1,0,4,4,3,1,0,0,1.5732963243530755
0.6778,Just getting by,No,Yes,No,"$2,000 or more",Very little,Somewhat,Very well,65-74,Female,"$25,000 to $49,999",High school degree or GED,0,3,2,3,2,0,0,0,-0.013336716722344056
2.616,Doing okay,No,No,No,$500 to $999,Somewhat,Somewhat,Somewhat,55-64,Male,"$25,000 to $49,999",High school degree or GED,0,2,2,2,1,1,0,2,0.3915197824340217
0.6161,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Somewhat,65-74,Male,"$150,000 or more",Bachelor's degree or more,0,4,0,2,0,0,0,0,-1.1262484704500844
1.0637,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Very little,Very little,55-64,Male,"$75,000 to $99,999",High school degree or GED,0,4,1,1,0,0,0,0,-1.1256786635609333
1.5434,Living comfortably,No,Yes,No,"$2,000 or more",Not at all,Not at all,Not at all,65-74,Female,"$150,000 or more",Bachelor's degree or more,0,4,0,0,0,0,0,0,-1.4423173690457922
0.6936,Living comfortably,No,Yes,No,"$2,000 or more",Very little,Not at all,Not at all,75+,Male,"$150,000 or more",Bachelor's degree or more,0,3,0,0,0,0,0,0,-1.2733073847562104
0.7163,Doing okay,No,Yes,No,"$2,000 or more",Not at all,Very little,Very well,45-54,Male,"$150,000 or more",Bachelor's degree or more,0,4,1,3,1,0,0,0,-0.5752803610820783
0.5635,Doing okay,No,Yes,No,"$2,000 or more",Somewhat,Very little,Very little,55-64,Male,"$100,000 to $149,999",Bachelor's degree or more,0,2,1,1,1,0,0,0,-0.5533292910986224
